,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_q,param_model__splitter,param_model__min_samples_split,param_model__min_samples_leaf,param_model__min_impurity_decrease,param_model__max_features,param_model__max_depth,param_model__ccp_alpha,param_model,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
314,2,8000,0.1292095979054769,0.010873475004716582,0.010236342748006185,0.0022260859363379304,13,random,20,20,0.0001,,30,0.001,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'random', 'model__min_samples_split': 20, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0001, 'model__max_features': None, 'model__max_depth': 30, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2655.6115278292705,-2785.475315823212,-2672.290178451545,-2704.459007368009,57.69041528380254,92,-2587.5321959114863,-2651.377327280989,-2573.14784286827,-2604.0191220202482,33.998304930852086
315,2,8000,0.14267579714457193,0.0024824617848603326,0.008034388224283854,0.0006272146619090777,13,random,20,20,0.0001,,20,0.01,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'random', 'model__min_samples_split': 20, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0001, 'model__max_features': None, 'model__max_depth': 20, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-2751.533508254517,-2624.9829307836853,-2756.5355818797448,-2711.017340305982,60.86977849762989,93,-2657.255000153351,-2572.897287059711,-2595.683261443967,-2608.611849552343,35.63160799490864
316,2,8000,0.1494919459025065,0.004351143686010504,0.011222441991170248,0.0032011855973900533,3,best,100,20,0.001,0.7,25,0.1,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.7, 'model__max_depth': 25, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2679.5629169842955,-2484.852286253229,-2647.5462588633864,-2603.9871540336367,85.24906310374423,77,-2427.6373727197392,-2328.9567477365717,-2308.6135488794257,-2355.0692231119124,51.98117407974621
317,2,8000,0.14412196477254233,0.006202305632433436,0.011967658996582031,0.0012360692682806629,8,random,50,10,0.01,,10,0.1,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'random', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 10, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2664.6950524550853,-2658.620058582486,-2626.749066909565,-2650.0213926490455,16.64185980454888,86,-2473.3423395004497,-2525.426933478163,-2535.132652611755,-2511.300641863456,27.131467397176703
318,2,8000,0.14681116739908853,0.01086046917057232,0.01024643580118815,0.0027397539261873652,14,best,100,20,0.01,,30,0.1,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 30, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2617.7238630928246,-2416.829193088217,-2559.431087670627,-2531.328047950556,84.38800365058201,70,-2319.0468642031838,-2283.20327168446,-2272.0369804871225,-2291.4290387915885,20.053756508028457
319,2,8000,0.14163724581400552,0.004509960210650888,0.007772048314412435,0.0010956648752399835,10,best,50,10,0.01,sqrt,25,0.001,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'sqrt', 'model__max_depth': 25, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2676.836316819765,-2572.346094049685,-2676.3726723265017,-2641.8516943986506,49.14824582462498,85,-2371.6706574361947,-2347.7320738780645,-2305.981333246253,-2341.7946881868374,27.144198149483078
320,2,8000,0.13491312662760416,0.011091982423977326,0.008355220158894857,0.0015731605624624832,8,best,50,10,0.0001,0.5,25,0.001,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 25, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2502.606553697162,-2586.8013225121267,-2563.4029306137195,-2550.9369356076695,35.48464971006942,72,-2231.219145359782,-2315.75443996657,-2135.9917698528734,-2227.655118393075,73.43106112886188
321,2,8000,0.12848655382792154,0.011244099387342563,0.009318669637044271,0.0007783490247339273,13,best,50,10,0.0001,sqrt,25,0.001,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 'sqrt', 'model__max_depth': 25, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2494.0301584337853,-2599.4488422336076,-2658.694607840308,-2584.057869502567,68.09922542777336,73,-2285.808310921194,-2329.6657694991454,-2267.388295594191,-2294.28745867151,26.12205835335779
322,2,8000,0.13538042704264322,0.008717995729188799,0.007827997207641602,0.000631175353003259,8,best,20,10,0.01,log2,10,0.0,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'log2', 'model__max_depth': 10, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-2644.8510887406014,-2611.2134877717713,-2711.800107913232,-2655.954894808535,41.808196323737974,87,-2193.90874939746,-2287.8491963966494,-2239.059342693688,-2240.272429495932,38.36061852381269
323,2,8000,0.13140368461608887,0.011566823358988596,0.01098163922627767,0.004011115649051869,12,random,20,10,0.01,0.7,25,0.001,DecisionTreeRegressor(),"{'q': 12, 'model__splitter': 'random', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.7, 'model__max_depth': 25, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2770.1425735114244,-2725.235863264958,-2594.3232681434897,-2696.5672349732904,74.58563186525988,91,-2430.883531319353,-2471.4480169045382,-2283.6478967960766,-2395.3264816733226,80.68642642078804
324,2,8000,0.14425969123840332,0.026234735020474926,0.01108876864115397,0.001061306842840359,10,best,50,20,0.0001,0.5,30,0.1,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2581.480542806413,-2468.1023085135025,-2454.9509775037463,-2501.511276274554,56.80112715468864,68,-2288.6826792537513,-2247.5572256536707,-2266.383187531518,-2267.54103081298,16.80934629407929
325,2,8000,0.13910929361979166,0.0021533489620913678,0.007986704508463541,0.0013887404273071418,8,best,100,10,0.0,0.7,30,0.01,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.7, 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-2549.390875870857,-2441.1957908714867,-2542.8439845778025,-2511.143550440049,49.53269794049716,69,-2421.933874986213,-2278.247014758687,-2317.8751336898467,-2339.352007811582,60.59384205259267
326,2,8000,0.15054885546366373,0.010888124876463814,0.007860581080118815,0.0009630494315233918,6,best,20,10,0.0001,0.5,25,0.1,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 25, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2551.611855851047,-2388.484928726914,-2371.6583304714095,-2437.251705016457,81.15609106898346,62,-2056.8777280380195,-2032.1579968508233,-1924.4146014114197,-2004.4834421000876,57.509597543437714
327,2,8000,0.1377720832824707,0.008768510906516192,0.01147786776224772,0.002154949043787091,3,best,50,20,0.001,0.7,15,0.1,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.001, 'model__max_features': 0.7, 'model__max_depth': 15, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2464.4916866307017,-2380.569607180261,-2452.184113320074,-2432.4151357103456,37.00304682610149,61,-2187.352125924217,-2177.7695673699723,-2146.5601816046224,-2170.5606249662706,17.41593749564164
328,2,8000,0.12877559661865234,0.008881081909668846,0.009421984354654947,0.003013859385573901,13,best,50,20,0.01,,15,0.01,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 15, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-2503.0461811263317,-2336.2014999987273,-2423.714160746995,-2420.987280624018,68.14134237767267,59,-2126.158068672033,-2074.5881204038374,-2071.553962148575,-2090.766717074815,25.05610178496673
329,2,8000,0.14771668116251627,0.01226838551110523,0.010453303654988607,0.0025348595184052462,12,best,20,20,0.01,0.7,15,0.0,DecisionTreeRegressor(),"{'q': 12, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.7, 'model__max_depth': 15, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-2455.5535005086294,-2412.492515056437,-2483.0160011389107,-2450.3540055679923,29.02489256982136,63,-2177.648726140177,-2184.3325904698972,-2078.7087539077784,-2146.8966901726176,48.29330181048477
330,2,8000,0.15012232462565103,0.010647232000764062,0.015994707743326824,0.00047999213803221564,8,best,50,20,0.0001,,15,0.001,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0001, 'model__max_features': None, 'model__max_depth': 15, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2499.9047772596564,-2335.730112828112,-2422.9199639948306,-2419.5182846941993,67.06717367361777,58,-2124.0186323099124,-2074.602634346494,-2069.8897994052845,-2089.50368868723,24.481471949938815
331,2,8000,0.14531532923380533,0.005866828976541613,0.013394673665364584,0.004862137466663794,9,best,50,20,0.01,,20,0.1,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 20, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2495.0007418369546,-2341.9954836818383,-2413.0789111034164,-2416.6917122074033,62.516352552171874,57,-2125.6722669785663,-2080.8749815284536,-2066.3439328016534,-2090.9637271028914,25.24942110889095
332,2,8000,0.1501332918802897,0.01038167397355915,0.010341644287109375,0.00010135023955292867,6,best,50,10,0.0,0.5,20,0.01,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.5, 'model__max_depth': 20, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-2451.263387636974,-2428.6858044973283,-2555.1431108232036,-2478.364100985835,55.06783137677827,66,-2223.226033558448,-2237.04016846287,-2195.393840392852,-2218.5533474713898,17.320116567737728
333,2,8000,0.14769228299458823,0.0028981658563413458,0.01260701815287272,0.0038502641719233327,11,best,20,20,0.01,,25,0.001,DecisionTreeRegressor(),"{'q': 11, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 25, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2467.7937742498075,-2331.488342904391,-2404.287762930073,-2401.1899600280904,55.68955581722451,55,-2084.573829309871,-2045.1585771705968,-2030.5138233103753,-2053.415409930281,22.829111934580784
334,2,8000,0.15963149070739746,0.02153910095727666,0.014082034428914389,0.005346610714231364,3,best,20,20,0.01,,10,0.0,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 10, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-2483.3244966597213,-2338.9358301399666,-2411.6434772891525,-2411.3012680296133,58.946922934796284,56,-2104.703149553498,-2077.8149131294667,-2058.5903034378293,-2080.369455373598,18.91195228384459
335,2,8000,0.14548230171203613,0.004780017554730336,0.01090534528096517,0.0033547036017206495,9,best,20,20,0.01,0.7,10,0.001,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.7, 'model__max_depth': 10, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2534.908392988083,-2349.5993713227417,-2544.794216224501,-2476.4339935117755,89.77638299182242,65,-2230.9120518840923,-2173.034896651877,-2173.000408616089,-2192.315785717353,27.291685166811178
336,2,8000,0.1388235886891683,0.011366828596936551,0.010086854298909506,0.0016113772008758396,3,best,20,10,0.0001,log2,20,0.001,DecisionTreeRegressor(),"{'q': 3, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 'log2', 'model__max_depth': 20, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2406.382931742185,-2456.099331488119,-2412.903415267939,-2425.1285594994147,22.060835803668763,60,-2090.357136545992,-2030.7947594443615,-1917.125267424677,-2012.7590544716768,71.86229938900456
337,2,8000,0.14046200116475424,0.009072391795555829,0.009923219680786133,0.0021680052124964065,11,best,50,10,0.0,,15,0.001,DecisionTreeRegressor(),"{'q': 11, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0, 'model__max_features': None, 'model__max_depth': 15, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2449.668890187911,-2279.466692264227,-2308.033489270787,-2345.7230239076416,74.4203055192611,48,-2054.1001796714445,-1997.2003944579833,-1960.14830444143,-2003.8162928569527,38.63993011146346
338,2,8000,0.14824843406677246,0.005159056815690212,0.00979161262512207,0.0007551049014467311,10,best,50,10,0.01,,20,0.001,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 20, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2449.3306086588955,-2285.3830115786627,-2313.2420934798597,-2349.318571239139,71.62791742857637,50,-2054.1831976963103,-1996.640908258123,-1959.7872634735947,-2003.5371231426761,38.84427400312912
339,2,8000,0.14664069811503092,0.013666049980531496,0.009294350941975912,0.00181543504508499,4,best,20,20,0.0,,25,0.01,DecisionTreeRegressor(),"{'q': 4, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0, 'model__max_features': None, 'model__max_depth': 25, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-2462.063559946317,-2325.5781872937937,-2403.00445078262,-2396.8820660075767,55.88784562869228,53,-2081.9717384734054,-2046.317678247711,-2030.1039373873643,-2052.797784702827,21.665041458957266
340,2,8000,0.15859619776407877,0.002820839638308336,0.014819065729777018,0.0033188997899628093,14,best,50,10,0.0001,0.7,30,0.01,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.7, 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-2456.921452599325,-2413.3528173842533,-2326.841135031938,-2399.0384683385055,54.06106236507447,54,-2123.5064758276026,-2066.4150308941307,-2011.2448223090262,-2067.0554430102534,45.83286527111363
341,2,8000,0.1371753215789795,0.015876975732034643,0.007522026697794597,0.0006975633912003745,7,best,50,10,0.01,,30,0.0,DecisionTreeRegressor(),"{'q': 7, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 30, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-2449.786318520223,-2280.4438627877407,-2311.104294894677,-2347.111492067547,73.67317700294726,49,-2054.2425039296445,-1999.627168606968,-1960.2504221735783,-2004.7066982367303,38.53984149902093
342,2,8000,0.1408216953277588,0.012381535861386886,0.007892370223999023,0.0006646262467864344,5,best,20,10,0.001,log2,25,0.1,DecisionTreeRegressor(),"{'q': 5, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'log2', 'model__max_depth': 25, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2448.319475194467,-2466.340308944451,-2579.86672880511,-2498.175504314676,58.23103257039162,67,-2113.1542724694573,-2105.8424156634137,-2059.2260586379616,-2092.7409155902774,23.885840155325923
343,2,8000,0.12546245257059732,0.012441434928694052,0.010850985844930014,0.001344303720971047,4,best,20,10,0.001,sqrt,10,0.0,DecisionTreeRegressor(),"{'q': 4, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-2562.7036140884934,-2477.5490163623144,-2568.365679962478,-2536.2061034710955,41.5411855757285,71,-2238.908126803582,-2170.8674275389335,-2136.7695349633145,-2182.1816964352765,42.45846987565032
344,2,8000,0.14394354820251465,0.00656147462335559,0.008407036463419596,0.0019163228186625484,5,best,20,10,0.01,log2,10,0.001,DecisionTreeRegressor(),"{'q': 5, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': 'log2', 'model__max_depth': 10, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2587.962340300528,-2581.887788662899,-2630.5452566226477,-2600.1317951953583,21.64807953593845,74,-2245.1215219296355,-2274.458319333761,-2192.8497521663844,-2237.47653114326,33.75227371966599
345,2,8000,0.13294124603271484,0.008930239661411201,0.009377320607503256,0.0025376705978825834,6,random,20,10,0.01,,20,0.0,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'random', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 20, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-2396.9506149254607,-2435.528062565672,-2574.133774837683,-2468.870817442939,76.08010040400038,64,-2232.9191918011993,-2223.3626317240632,-2192.557216301292,-2216.279679942185,17.222048291305494
346,2,8000,0.15162181854248047,0.01661352242857116,0.012093226114908854,0.0051695199934620375,13,best,20,10,0.01,0.7,20,0.1,DecisionTreeRegressor(),"{'q': 13, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.7, 'model__max_depth': 20, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2371.485288488491,-2382.710291684238,-2307.6258515297923,-2353.9404772341736,33.068450117787,51,-1949.8232972183182,-1905.1868197567653,-1818.6635795662178,-1891.224565513767,54.44830142011942
347,2,8000,0.15474716822306314,0.014458833090457819,0.01489567756652832,0.0031860552672827672,9,best,20,10,0.01,,20,0.0,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 20, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-2341.2776851414774,-2263.6912108484266,-2252.2612928329117,-2285.743396274272,39.544942250979986,44,-1802.7883625835545,-1745.5426040538698,-1717.6717047841075,-1755.3342238071773,35.43179571874262
348,2,8000,0.17233538627624512,0.0352942276219918,0.013592004776000977,0.003466725615192072,6,best,20,10,0.001,,15,0.001,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.001, 'model__max_features': None, 'model__max_depth': 15, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2340.372430008943,-2263.3208355253437,-2254.0548384286135,-2285.9160346543,38.69185032031968,45,-1801.2283207647959,-1746.8286347644432,-1718.8639588442832,-1755.6403047911742,34.197525983987894
349,2,8000,0.15236735343933105,0.006909957199484776,0.011661450068155924,0.005107825154117269,6,best,20,10,0.0001,0.5,15,0.01,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 15, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-2391.5120812030696,-2236.7062466147763,-2471.9071890220084,-2366.7085056132846,97.60902912074324,52,-2043.622829725465,-2017.4293967620347,-1937.0816046754594,-1999.3779437209862,45.3295295692838
350,3,16000,0.2467652956644694,0.008304375396047475,0.01772165298461914,0.005819152656046847,14,best,100,20,0.01,,30,0.1,DecisionTreeRegressor(),"{'q': 14, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 30, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2204.669380222146,-2254.705462882946,-2291.248685055941,-2250.2078427203446,35.48864087489668,41,-2095.6069681827857,-2047.589582872456,-2047.6405078138325,-2063.612352956358,22.623618940578897
351,3,16000,0.24703423182169595,0.006367326505768126,0.01265867551167806,0.002484352790826201,8,best,100,10,0.0,0.7,30,0.01,DecisionTreeRegressor(),"{'q': 8, 'model__splitter': 'best', 'model__min_samples_split': 100, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.7, 'model__max_depth': 30, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-2304.0995730939635,-2248.5708265632184,-2295.491040923985,-2282.7204801937223,24.40185565133565,43,-2119.903971691963,-2052.0123841239338,-2038.3763437488244,-2070.0975665215733,35.6557045111123
352,3,16000,0.23353171348571777,0.013786748615225854,0.013825337092081705,0.0016614565219301314,10,best,50,20,0.0001,0.5,30,0.1,DecisionTreeRegressor(),"{'q': 10, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2202.999066819235,-2302.8841209537295,-2368.1258801377467,-2291.336355970237,67.90546996262346,46,-2016.7182054282682,-2072.9530379470407,-2092.4252873316923,-2060.6988435690005,32.09895660271048
353,3,16000,0.23446528116861978,0.014573039110794671,0.01617574691772461,0.004306972370660346,5,best,20,10,0.001,log2,25,0.1,DecisionTreeRegressor(),"{'q': 5, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.001, 'model__max_features': 'log2', 'model__max_depth': 25, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2237.169744660302,-2247.1833905389976,-2352.842188272269,-2279.0651078238566,52.32820447626479,42,-1882.3460305195945,-1898.1687632553285,-1934.5317354803612,-1905.0155097517616,21.847889352717218
354,3,16000,0.24309531847635904,0.01948340931233109,0.010161399841308594,0.0012568339062898537,6,best,50,10,0.0,0.5,20,0.01,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'best', 'model__min_samples_split': 50, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0, 'model__max_features': 0.5, 'model__max_depth': 20, 'model__ccp_alpha': 0.01, 'model': DecisionTreeRegressor()}",-2230.054437139218,-2260.55463272397,-2244.9367063905943,-2245.1819254179277,12.452859964831518,40,-2000.3505137894053,-2022.8644428611526,-1914.5993937180046,-1979.271450122854,46.6445810377865
355,3,16000,0.24456501007080078,0.016010472603878438,0.011308590571085611,0.001872355535028899,9,best,20,20,0.01,0.7,10,0.001,DecisionTreeRegressor(),"{'q': 9, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.7, 'model__max_depth': 10, 'model__ccp_alpha': 0.001, 'model': DecisionTreeRegressor()}",-2189.8766046388155,-2222.2186879726514,-2308.304982361892,-2240.1334249911197,49.98015282329969,38,-2040.111898142432,-2012.5706699763841,-2029.7369652921427,-2027.473177803653,11.357034899666347
356,3,16000,0.228745698928833,0.00703234591860513,0.013032674789428711,0.0037833780392856208,6,random,20,10,0.01,,20,0.0,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'random', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.01, 'model__max_features': None, 'model__max_depth': 20, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-2286.7984174694666,-2345.836044320865,-2312.254091550217,-2314.962851113516,24.177997984945726,47,-2063.718992696246,-2092.986954970669,-2025.4803014362694,-2060.7287497010616,27.640468311650782
357,3,16000,0.26198331514994305,0.002417740059392828,0.012949069341023764,0.0032579181321815602,12,best,20,20,0.01,0.7,15,0.0,DecisionTreeRegressor(),"{'q': 12, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 20, 'model__min_impurity_decrease': 0.01, 'model__max_features': 0.7, 'model__max_depth': 15, 'model__ccp_alpha': 0.0, 'model': DecisionTreeRegressor()}",-2153.528599588952,-2191.0143979805207,-2281.6235328474995,-2208.7221768056575,53.77268237570634,36,-1925.8573998791426,-1914.8265610869366,-1996.1815573139634,-1945.621839426681,36.03362925329712
358,3,16000,0.24966136614481607,0.01591107565945601,0.016937653223673504,0.003808119956404382,6,best,20,10,0.0001,0.5,25,0.1,DecisionTreeRegressor(),"{'q': 6, 'model__splitter': 'best', 'model__min_samples_split': 20, 'model__min_samples_leaf': 10, 'model__min_impurity_decrease': 0.0001, 'model__max_features': 0.5, 'model__max_depth': 25, 'model__ccp_alpha': 0.1, 'model': DecisionTreeRegressor()}",-2175.8524735359633,-2210.0513880446633,-2166.3113116380064,-2184.071724406211,18.77881136930836,35,-1847.8029848040499,-1797.203706263376,-1799.5306105514478,-1814.8457672062912,23.32362557195271
